datetime,open,high,low,close,volume,open_interest
2020-01-02,9039.46,9093.4297,9010.8896,9092.1904,2588856610,0
2020-01-03,8976.4297,9065.7598,8976.4297,9020.7695,2308921625,0
2020-01-06,8943.5,9072.4102,8943.5,9071.46,2511372496,0
2020-01-07,9076.6396,9091.9297,9042.5498,9068.5801,2118475416,0
2020-01-08,9068.0303,9168.8896,9059.3799,9129.2402,2159707900,0
2020-01-09,9202.2695,9215.9502,9158.5,9203.4297,2250015361,0
2020-01-10,9232.9404,9235.2002,9164.6602,9178.8604,2117910517,0
2020-01-13,9213.7197,9274.4902,9193.0596,9273.9297,2329273890,0
2020-01-14,9270.6104,9298.3301,9226.4902,9251.3301,2243066020,0
2020-01-15,9253.7598,9298.8203,9231.1396,9258.7002,2158594620,0
2020-01-16,9313.4502,9357.9199,9301.3203,9357.1299,2087594985,0
2020-01-17,9392.3701,9393.4805,9346.8096,9388.9404,2293589352,0
2020-01-21,9361.0703,9397.5801,9350.2002,9370.8096,2437343747,0
2020-01-22,9413.6104,9439.29,9375.1299,9383.7695,2236265594,0
2020-01-23,9377.7197,9409.2002,9334.1299,9402.4805,2201075899,0
2020-01-24,9446.21,9451.4297,9273.2305,9314.9102,2355099056,0
2020-01-27,9092.46,9185.4502,9088.04,9139.3096,2297256475,0
2020-01-28,9201.8203,9288.8701,9182.3301,9269.6797,1896953861,0
2020-01-29,9318.2598,9329.1104,9249.04,9275.1602,2019237967,0
2020-01-30,9211.1504,9303.0,9185.1797,9298.9297,2077686756,0
2020-01-31,9324.3203,9324.7998,9123.2197,9150.9404,2308237692,0
2020-02-03,9190.7197,9299.8496,9188.5498,9273.4004,2152365673,0
2020-02-04,9398.3896,9485.3799,9374.0498,9467.9697,2176071900,0
2020-02-05,9574.0996,9574.9404,9454.9297,9508.6797,2193804540,0
2020-02-06,9540.9805,9575.6602,9505.6797,9572.1504,2055039663,0
2020-02-07,9526.6396,9570.0898,9496.5303,9520.5098,1996266809,0
2020-02-10,9493.6299,9628.6602,9493.6299,9628.3896,1984969233,0
2020-02-11,9680.8896,9714.7402,9617.21,9638.9404,2184238720,0
2020-02-12,9688.5996,9728.7695,9666.6797,9725.96,2150730056,0
