datetime,open,high,low,close,volume,open_interest
2020-08-21,7037.86,7208.73,7004.77,7168.87,2785852836,0
2020-08-28,7247.6,7745.92,7153.69,7580.9,4675157541,0
2020-09-04,7746.63,7909.39,7290.83,7588.02,5136022563,0
2020-09-11,7481.19,7487.95,6906.75,7178.27,3860364416,0
2020-09-18,7235.43,7464.42,7232.97,7371.82,3207354712,0
2020-09-25,7408.78,7422.87,6860.75,6918.77,2643601969,0
2020-10-02,6921.46,7143.14,6897.62,7087.64,1178661789,0
2020-10-09,7255.73,7597.29,7049.82,7503.27,1943335256,0
2020-10-16,7575.67,7878.84,7504.74,7604.61,2417963219,0
2020-10-23,7687.37,7732.2,7441.65,7484.48,1789320940,0
2020-10-30,7457.47,7778.82,7449.86,7534.39,2175166650,0
2020-11-06,7601.14,8229.28,7474.7,8152.54,3500177157,0
2020-11-13,8325.85,8524.94,7450.35,7939.72,3869410772,0
2020-11-20,8075.93,8079.54,7799.56,7997.52,2472575889,0
2020-11-27,8100.09,8186.2,7869.31,8090.05,2920867311,0
2020-12-04,8095.44,8143.4,7820.79,7952.8,4486381005,0
2020-12-11,7974.95,8206.08,7847.39,8080.6,3184800369,0
2020-12-18,8056.27,8345.77,8005.06,8253.83,3594312475,0
2020-12-25,8243.12,8480.35,8091.29,8142.81,2667782125,0
2021-01-01,8063.45,8445.6,7768.81,8425.9,3099336895,0
2021-01-08,8376.85,8699.84,8301.0,8630.32,5354263446,0
2021-01-15,8730.59,8901.83,8600.12,8775.54,4968214018,0
2021-01-22,8715.32,9981.71,8688.63,9765.76,5791780691,0
2021-01-29,9841.33,10279.96,9283.93,9358.11,4869737687,0
2021-02-05,9438.36,10137.86,9385.43,9795.16,4346168239,0
2021-02-12,9930.31,10411.2,9727.46,10411.2,2007244372,0
2021-02-19,10620.97,11001.78,10214.36,10560.97,3352605747,0
2021-02-26,10686.39,10686.39,8937.09,8954.44,4846396646,0
2021-03-05,9209.95,9629.89,8384.91,8634.22,3649494269,0
2021-03-12,8736.53,8894.41,7706.83,8456.43,5811563376,0
2021-03-19,8549.04,8819.38,8171.97,8551.32,4019465458,0
2021-03-26,8529.34,8646.1,7642.57,8124.16,3307613207,0
2021-04-02,8110.96,8569.73,7906.57,8569.64,2814489601,0
2021-04-09,8650.5,8669.17,8246.54,8305.93,1804921931,0
2021-04-16,8365.23,8374.97,8018.65,8232.13,2349843798,0
2021-04-23,8206.45,8506.39,8113.46,8467.75,2222153112,0
2021-04-30,8527.83,8612.36,8300.33,8313.18,1967795594,0
2021-05-07,8314.65,8323.99,7934.46,7954.82,1514686258,0
2021-05-14,7987.35,8045.17,7433.44,7565.31,3086775561,0
2021-05-21,7628.91,8048.64,7602.06,8025.31,1981075939,0
2021-05-28,7961.23,8136.36,7800.37,7957.63,3355282308,0
2021-06-04,8036.81,8338.03,7991.08,8095.64,2896407149,0
2021-06-11,8106.01,8120.51,7926.25,7991.12,2173282300,0
2021-06-18,8036.32,8075.46,7747.45,8041.45,2483596017,0
2021-06-25,7955.06,8243.81,7808.26,8235.63,2317087455,0
2021-07-02,8284.5,8330.92,7856.77,7892.4,1670026307,0
2021-07-09,7832.43,7842.1,7152.11,7429.49,2887542810,0
2021-07-16,7520.26,7721.17,7410.21,7614.35,2557457595,0
2021-07-23,7509.75,7511.47,7233.42,7268.14,2745535837,0
2021-07-30,7038.32,7038.32,6118.1,6780.97,6496064304,0
2021-08-06,6791.01,6932.31,6557.67,6697.1,3220201725,0
2021-08-13,6609.65,6884.37,6531.95,6589.54,2920134307,0
2021-08-20,6562.4,6562.4,5769.65,5895.06,3024413766,0
2021-08-27,6010.78,6671.2,5990.78,6322.28,3421947489,0
2021-09-03,6327.87,6907.8,6287.59,6728.84,3187827557,0
2021-09-10,6687.53,6958.01,6545.34,6748.36,2397609134,0
2021-09-17,6648.44,6648.44,6161.18,6452.19,2320331904,0
2021-09-24,6379.63,6440.99,6124.65,6159.96,1503669950,0
2021-10-01,6148.61,6272.47,6016.25,6101.52,1626788967,0
2021-10-08,6054.19,6301.87,5824.6,6206.77,1959198956,0
2021-10-15,6303.67,6448.16,6179.36,6318.91,1727206924,0
2021-10-22,6346.49,6784.89,6206.04,6754.34,2290767265,0
2021-10-29,6722.5,6794.8,6362.01,6375.85,1737707598,0
